place_id,place_name,place_description,category,city,price,rating,description_location,place_img,gallery_photo_img1,gallery_photo_img2,gallery_photo_img3,place_map,combination
47,Taman Wisata Alam Ciloto,"Taman Wisata Alam Ciloto adalah tempat wisata alam di Puncak, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah, udara sejuk, dan banyak flora dan fauna. Pengunjung dapat hiking, camping, dan melihat kebun bunga yang cantik. Taman ini juga terkenal dengan Istana Cipanas, dulunya menjadi kediaman Presiden Soeharto.","Budaya,Cagar Alam",Bogor,20.0,4.6,"Jln. Ziwa Besar, Ciloto, Kec. Cipanas, Kabupaten Cianjur, Jawa Barat 43253",https://i.ibb.co/4w02GmwV/Taman-Wisata-Alam-Ciloto-place-img.jpg,https://i.ibb.co/dwn6RFBD/Taman-Wisata-Alam-Ciloto-gallery-photo-img1.jpg,https://i.ibb.co/pjpH77pq/Taman-Wisata-Alam-Ciloto-gallery-photo-img2.jpg,https://i.ibb.co/271Cczb3/Taman-Wisata-Alam-Ciloto-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Ciloto,taman wisata alam ciloto tempat wisata alam puncak jawa barat indonesia taman memiliki pemandangan indah udara sejuk flora fauna pengunjung hiking camping melihat kebun bunga cantik taman terkenal istana cipanas dulunya menjadi kediaman presiden soeharto budaya cagar alam bogor
48,Taman Wisata Alam Gunung Geulis,"Taman Wisata Alam Gunung Geulis adalah tempat wisata alam yang terletak di kaki Gunung Salak, Bogor, Jawa Barat, Indonesia. Taman ini memiliki pemandangan indah dan udara yang sejuk dengan banyak jenis flora dan fauna yang dapat ditemukan di dalamnya. Pengunjung dapat melakukan berbagai kegiatan seperti hiking, camping, dan bermain air di sungai yang jernih. Taman Wisata Alam Gunung Geulis adalah tempat yang cocok untuk melepas penat dan menikmati keindahan alam yang masih alami.","Budaya,Cagar Alam",Bogor,0.0,4.3,"Tegallaja, Kamal, Kec. Tanjungmedar, Kabupaten Sumedang, Jawa Barat 45354",https://i.ibb.co/ymyT1VYP/Taman-Wisata-Alam-Gunung-Geulis-place-img.jpg,https://i.ibb.co/WNzCyss2/Taman-Wisata-Alam-Gunung-Geulis-gallery-photo-img1.jpg,https://i.ibb.co/FqHfGf2h/Taman-Wisata-Alam-Gunung-Geulis-gallery-photo-img2.jpg,https://i.ibb.co/V0d5CvHc/Taman-Wisata-Alam-Gunung-Geulis-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Gunung+Geulis,taman wisata alam gunung geulis tempat wisata alam terletak kaki gunung salak bogor jawa barat indonesia taman memiliki pemandangan indah udara sejuk jenis flora fauna ditemukan dalamnya pengunjung melakukan berbagai kegiatan seperti hiking camping bermain air sungai jernih taman wisata alam gunung geulis tempat cocok melepas penat menikmati keindahan alam alami budaya cagar alam bogor
49,Taman Wisata Alam Gunung Pancar,"Taman Wisata Alam Gunung Pancar terletak di Bogor, Jawa Barat. Tempat wisata ini terkenal dengan keindahan alamnya seperti air terjun, danau, dan pemandangan pegunungan yang mempesona. ",Cagar Alam,Bogor,20.0,4.1,"Desa Cipayung Girang, Kecamatan Gunung Putri, Kabupaten Bogor, Jawa Barat, Indonesia",https://i.ibb.co/JWSRtksc/Taman-Wisata-Alam-Gunung-Pancar-place-img.jpg,https://i.ibb.co/wZHz1j3N/Taman-Wisata-Alam-Gunung-Pancar-gallery-photo-img1.jpg,https://i.ibb.co/LhDkBS2s/Taman-Wisata-Alam-Gunung-Pancar-gallery-photo-img2.jpg,https://i.ibb.co/LhDVx4hr/Taman-Wisata-Alam-Gunung-Pancar-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Gunung+Pancar,taman wisata alam gunung pancar terletak bogor jawa barat tempat wisata terkenal keindahan alamnya seperti air terjun danau pemandangan pegunungan mempesona cagar alam bogor
50,Taman Wisata Alam Riung Gunung,"Taman Wisata Alam Puncak Bogor adalah sebuah tempat wisata alam yang terletak di daerah Puncak, Jawa Barat, Indonesia. Taman ini memiliki kebun bunga yang cantik dan udara yang sejuk. Di sini, pengunjung dapat menikmati pemandangan pegunungan dan aktivitas seperti bersepeda, berjalan-jalan, dan memetik buah. Taman Wisata Alam Puncak Bogor merupakan tempat yang cocok untuk melepas penat dan menikmati keindahan alam.","Budaya,Cagar Alam",Bogor,5.0,4.5,"7XXJ+37X, Jl. Raya Puncak Gadog, Tugu Sel., Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750",https://i.ibb.co/WWgDfnYC/Taman-Wisata-Alam-Riung-Gunung-place-img.jpg,https://i.ibb.co/spNZMCLL/Taman-Wisata-Alam-Riung-Gunung-gallery-photo-img1.jpg,https://i.ibb.co/tp1fXbjP/Taman-Wisata-Alam-Riung-Gunung-gallery-photo-img2.jpg,https://i.ibb.co/Df6z9c3s/Taman-Wisata-Alam-Riung-Gunung-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Riung+Gunung,taman wisata alam puncak bogor tempat wisata alam terletak daerah puncak jawa barat indonesia taman memiliki kebun bunga cantik udara sejuk sini pengunjung menikmati pemandangan pegunungan aktivitas seperti bersepeda berjalan jalan memetik buah taman wisata alam puncak bogor merupakan tempat cocok melepas penat menikmati keindahan alam budaya cagar alam bogor
51,Taman Wisata Alam Kampoeng Air Kragilan,"Taman Wisata Alam Kampoeng Radjawali adalah tempat wisata alam yang terletak di Boyolali, Jawa Tengah, Indonesia. Taman ini memiliki konsep kebun buah-buahan dan terdapat berbagai macam tanaman seperti jeruk, rambutan, dan durian. Di sini, pengunjung dapat menikmati buah segar, berjalan-jalan, atau bersepeda di sekitar kebun. Selain itu, terdapat juga wahana flying fox dan kolam renang yang menyegarkan.","Budaya,Cagar Alam",Boyolali,10.0,3.4,"FJCC+564, Area Sawah/Kebun, Kragilan, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57323",https://i.ibb.co/BHSKQfZk/Taman-Wisata-Alam-Kampoeng-Air-Kragilan-place-img.jpg,https://i.ibb.co/k2fCZsM8/Taman-Wisata-Alam-Kampoeng-Air-Kragilan-gallery-ph.jpg,https://i.ibb.co/mV5YSN7g/Taman-Wisata-Alam-Kampoeng-Air-Kragilan-gallery-ph.jpg,https://i.ibb.co/YBwvxx6Q/Taman-Wisata-Alam-Kampoeng-Air-Kragilan-gallery-ph.jpg,https://www.google.com/maps/search/Taman+Wisata+Alam+Kampoeng+Air+Kragilan,taman wisata alam kampoeng radjawali tempat wisata alam terletak boyolali jawa tengah indonesia taman memiliki konsep kebun buah buahan terdapat berbagai macam tanaman seperti jeruk rambutan durian sini pengunjung menikmati buah segar berjalan jalan bersepeda sekitar kebun selain terdapat wahana flying fox kolam renang menyegarkan budaya cagar alam boyolali
52,Taman Hutan Raya Ngurah Rai,Taman Hutan Raya Ngurah Rai terletak di Bali dan memiliki luas sekitar 15 hektar. Tempat wisata ini terkenal dengan keanekaragaman flora dan fauna khas Pulau Bali.,"Cagar Alam,Taman Nasional",Denpasar,10.0,4.2,"Jl. Bypass Ngurah Rai No.88X, Pemogan, Denpasar Selatan, Kota Denpasar, Bali 80361",https://i.ibb.co/7DK2FPy/Taman-Hutan-Raya-Ngurah-Rai-place-img.jpg,https://i.ibb.co/1fxHCkQ9/Taman-Hutan-Raya-Ngurah-Rai-gallery-photo-img1.jpg,https://i.ibb.co/dq3T9Y4/Taman-Hutan-Raya-Ngurah-Rai-gallery-photo-img2.jpg,https://i.ibb.co/8DcwkRYY/Taman-Hutan-Raya-Ngurah-Rai-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Hutan+Raya+Ngurah+Rai,taman hutan raya ngurah rai terletak bali memiliki luas sekitar 15 hektar tempat wisata terkenal keanekaragaman flora fauna khas pulau bali cagar alam taman nasional denpasar
53,Taman Nasional Kelimutu,"Taman Nasional Kelimutu terletak di Pulau Flores, Nusa Tenggara Timur, Indonesia. Taman nasional ini terkenal dengan danau tiga warna (Kelimutu) yang mempesona dan keindahan alamnya. Di Taman Nasional Kelimutu, pengunjung dapat menikmati panorama pegunungan yang hijau dan beragam fauna, seperti burung-burung endemik Flores.","Cagar Alam,Taman Nasional",Ende,200.0,4.7,"Desa Kelimutu, Kecamatan Kelimutu, Kabupaten Ende, Flores, Nusa Tenggara Timur 86319, Indonesia.",https://i.ibb.co/p6HVqqYT/Taman-Nasional-Kelimutu-place-img.jpg,https://i.ibb.co/JWXvPMVv/Taman-Nasional-Kelimutu-gallery-photo-img1.jpg,https://i.ibb.co/fPQ2zCZ/Taman-Nasional-Kelimutu-gallery-photo-img2.jpg,https://i.ibb.co/rGDB0Cbk/Taman-Nasional-Kelimutu-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Nasional+Kelimutu,taman nasional kelimutu terletak pulau flores nusa tenggara timur indonesia taman nasional terkenal danau tiga warna kelimutu mempesona keindahan alamnya taman nasional kelimutu pengunjung menikmati panorama pegunungan hijau beragam fauna seperti burung burung endemik flores cagar alam taman nasional ende
54,Gunung Papandayan,"Gunung Papandayan adalah gunung berapi aktif yang terletak di Garut, Jawa Barat, Indonesia. Gunung ini menawarkan pemandangan alam yang spektakuler dengan kawah berwarna-warni, sumber air panas, dan hamparan padang edelweiss. Pengunjung dapat melakukan pendakian untuk menikmati keindahan alamnya. Gunung Papandayan juga dikenal dengan aktivitas geologinya yang menarik. Tempat ini cocok bagi para pecinta alam dan pendaki yang mencari petualangan dan keunikan alam pegunungan.","Cagar Alam,Taman Nasional",Garut,30.0,4.6,"Kecamatan Cisurupan, Kabupaten Garut, Jawa Barat, Indonesia.",https://i.ibb.co/rfK6d1sX/Gunung-Papandayan-place-img.jpg,https://i.ibb.co/YBXyHqZ6/Gunung-Papandayan-gallery-photo-img1.jpg,https://i.ibb.co/YT7wry2L/Gunung-Papandayan-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Gunung+Papandayan,gunung papandayan gunung berapi aktif terletak garut jawa barat indonesia gunung menawarkan pemandangan alam spektakuler kawah berwarna warni sumber air panas hamparan padang edelweiss pengunjung melakukan pendakian menikmati keindahan alamnya gunung papandayan dikenal aktivitas geologinya menarik tempat cocok bagi pecinta alam pendaki mencari petualangan keunikan alam pegunungan cagar alam taman nasional garut
55,Desa Wisata Nglanggeran,"Desa Wisata Nglanggeran terletak di Kabupaten Gunungkidul, Yogyakarta, Indonesia. Desa wisata ini terkenal dengan keindahan alamnya yang asri, terutama pemandangan dari bukit Nglanggeran dan gua-gua yang ada di sekitarnya. Di Desa Wisata Nglanggeran, pengunjung dapat melakukan berbagai aktivitas seperti hiking, camping, atau sekadar menikmati keindahan alam yang mempesona.",Desa Wisata,Gunungkidul,5.0,4.5,"Jl. Pantai Baron, Dusun Nglanggeran, Desa Giritengah, Kecamatan Playen, Kabupaten Gunungkidul, Yogyakarta 55883, Indonesia",https://i.ibb.co/6Rb2z0cv/Desa-Wisata-Nglanggeran-place-img.jpg,https://i.ibb.co/mQD62n9/Desa-Wisata-Nglanggeran-gallery-photo-img1.jpg,https://i.ibb.co/LzwVHbGC/Desa-Wisata-Nglanggeran-gallery-photo-img2.jpg,https://i.ibb.co/hFsyHWFr/Desa-Wisata-Nglanggeran-gallery-photo-img3.jpg,https://www.google.com/maps/search/Desa+Wisata+Nglanggeran,desa wisata nglanggeran terletak kabupaten gunungkidul yogyakarta indonesia desa wisata terkenal keindahan alamnya asri terutama pemandangan bukit nglanggeran gua gua sekitarnya desa wisata nglanggeran pengunjung melakukan berbagai aktivitas seperti hiking camping sekadar menikmati keindahan alam mempesona desa wisata gunungkidul
56,Bumi Perkemahan Cibubur,"Bumi Perkemahan dan Graha Wisata Pramuka Cibubur (Buperta Cibubur) adalah kawasan perkemahan yang terdapat di Cibubur, Ciracas, Jakarta Timur. Kawasan ini memiliki luas 210 hektar dan sudah berkali-kali menjadi lokasi pelaksanaan Jambore Nasional sejak tahun 1973. Buperta Cibubur dibangun di kawasan yang sebelumnya merupakan hutan karet. Pihak pengelola juga bekerja sama dengan TNI AD dan TNI AU dalam pengelolaan Buperta Cibubur.Buperta Cibubur dapat diakses dari Terminal Kampung Rambutan dengan angkutan umum jurusan Kranggan atau Mekarsari Jonggol.",Taman Hiburan,Jakarta,10.0,4.5,"Jl. Pakuan No.5, Pd. Ranggon, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13860",https://i.ibb.co/LdX4QTvv/Bumi-Perkemahan-Cibubur-place-img.jpg,https://i.ibb.co/q35s3QTv/Bumi-Perkemahan-Cibubur-gallery-photo-img1.jpg,https://i.ibb.co/nsfbkJqW/Bumi-Perkemahan-Cibubur-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Bumi+Perkemahan+Cibubur,bumi perkemahan graha wisata pramuka cibubur buperta cibubur kawasan perkemahan terdapat cibubur ciracas jakarta timur kawasan memiliki luas 210 hektar berkali kali menjadi lokasi pelaksanaan jambore nasional sejak tahun 1973 buperta cibubur dibangun kawasan sebelumnya merupakan hutan karet pihak pengelola bekerja sama tni ad tni au pengelolaan buperta cibubur buperta cibubur diakses terminal kampung rambutan angkutan umum jurusan kranggan mekarsari jonggol taman hiburan jakarta
57,Margasatwa Muara Angke,"Suaka margasatwa Muara Angke adalah sebuah kawasan konservasi berdasarkan SK Menteri Kehutanan RI Nomor: 097/Kpts-II/1988, 29 Februari 1998 di wilayah hutan bakau di pesisir utara Jakarta. Secara administratif, kawasan ini termasuk wilayah Kelurahan Kapuk Muara, Kecamatan Penjaringan, Kotamadya Jakarta Utara.","Budaya,Cagar Alam",Jakarta,25.0,4.2,"RT.1/RW.16, Kapuk Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460",https://i.ibb.co/n8Rkt0tM/Margasatwa-Muara-Angke-place-img.jpg,https://i.ibb.co/Z1662h9K/Margasatwa-Muara-Angke-gallery-photo-img1.jpg,https://i.ibb.co/hxRmVMRB/Margasatwa-Muara-Angke-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Margasatwa+Muara+Angke,suaka margasatwa muara angke kawasan konservasi berdasarkan sk menteri kehutanan ri nomor 097 kpts ii 1988 29 februari 1998 wilayah hutan bakau pesisir utara jakarta secara administratif kawasan termasuk wilayah kelurahan kapuk muara kecamatan penjaringan kotamadya jakarta utara budaya cagar alam jakarta
58,Pantai Ancol,"Pantai Ancol merupakan kawasan wisata yang merupakan destinasi wisata pantai dalam kota Jakarta. Wisatawan dapat menikmati suasana segar Pantai Lagoon, Festival, Indah, Beach Pool dan Carnaval, serta Danau Impian. Berlibur di alam terbuka dipercaya memiliki efek menenangkan dan menyenangkan. Panjang garis pantainya yang kurang lebih 6,5 km menjadi tempat berbagai aktivitas wisata. Wisata pantai ini merupakan BUMD penghasil Pendapatan Asli Daerah kedua terbesar bagi provinsi DKI Jakarta.","Bahari,Taman Hiburan",Jakarta,25.0,4.4,"Jalan Pantai Nusadua No.13, RT.5/RW.10, Ancol, Pademangan, Jakarta Utara, DKI Jakarta, Indonesia, 14430",https://i.ibb.co/tTKLC3Z9/Pantai-Ancol-place-img.jpg,https://i.ibb.co/rXR2YqF/Pantai-Ancol-gallery-photo-img1.jpg,https://i.ibb.co/0yQvNQ4g/Pantai-Ancol-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Pantai+Ancol,pantai ancol merupakan kawasan wisata merupakan destinasi wisata pantai kota jakarta wisatawan menikmati suasana segar pantai lagoon festival indah beach pool carnaval danau impian berlibur alam terbuka dipercaya memiliki efek menenangkan menyenangkan panjang garis pantainya kurang 6 5 km menjadi tempat berbagai aktivitas wisata wisata pantai merupakan bumd penghasil pendapatan asli daerah kedua terbesar bagi provinsi dki jakarta bahari taman hiburan jakarta
59,Pulau Bidadari,"Pulau Bidadari merupakan salah satu resor di Kabupaten Kepulauan Seribu, Jakarta. Sebelum bernama Pulau Bidadari, pulau ini memiliki dua nama yaitu Pulau Sakit dan Pulau Purmerend","Bahari,Cagar Alam",Jakarta,5.0,4.6,"Pulau Untung Jawa, Kec. Kepulauan Seribu Selatan, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",https://i.ibb.co/4Z50FcmH/Pulau-Bidadari-place-img.jpg,https://i.ibb.co/bjWq68r1/Pulau-Bidadari-gallery-photo-img1.jpg,https://i.ibb.co/jZfQYQqJ/Pulau-Bidadari-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Pulau+Bidadari,pulau bidadari merupakan salah satu resor kabupaten kepulauan seribu jakarta sebelum bernama pulau bidadari pulau memiliki dua nama pulau sakit pulau purmerend bahari cagar alam jakarta
60,Pulau Pari,"Pulau Pari adalah sebuah pulau yang terletak di Kepulauan Seribu di Daerah Khusus Ibukota Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,150.0,4.0,"Kepulauan Seribu Selatan, Kepulauan Seribu, DKI Jakarta, Indonesia",https://ibb.co/CprGvw77,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/60.%20Pulau%20Pari/gallery-photo/Pulau-Pari-menjadi-salah-satu-destinasi-wisata-di-Kabupaten-Kepulauan-Seribu.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/60.%20Pulau%20Pari/gallery-photo/wisata-Pulau-Pari-Kepulauan-Seribu-jakarta.jpg,,https://www.google.com/maps/search/Pulau+Pari,pulau pari pulau terletak kepulauan seribu daerah khusus ibukota jakarta indonesia bahari cagar alam jakarta
61,Pulau Pelangi,"Pulau Pelangi adalah sebuah pulau yang terletak di perairan tropis yang mempesona. Pulau ini dikenal karena keindahan pantainya yang berpasir putih, air laut yang jernih, dan terumbu karang yang berwarna-warni. Pulau Pelangi juga menyajikan pemandangan alam yang memesona dengan pepohonan tropis yang rindang. Pengunjung dapat menikmati kegiatan seperti snorkeling, menyelam, atau hanya bersantai di pantai yang indah ini.","Bahari,Cagar Alam",Jakarta,900.0,4.8,"Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",https://ibb.co/XfrR0Phk,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/61.%20Pulau%20Pelangi/gallery-photo/pulau-pelangi-jpg-5bb1c257ab12ae6e69244756.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/61.%20Pulau%20Pelangi/gallery-photo/pulau-pelangi.jpg,,https://www.google.com/maps/search/Pulau+Pelangi,pulau pelangi pulau terletak perairan tropis mempesona pulau dikenal keindahan pantainya berpasir putih air laut jernih terumbu karang berwarna warni pulau pelangi menyajikan pemandangan alam memesona pepohonan tropis rindang pengunjung menikmati kegiatan seperti snorkeling menyelam bersantai pantai indah bahari cagar alam jakarta
62,Pulau Pramuka,Pulau Pramuka merupakan salah satu pulau yang berada dalam gugusan Kepulauan Seribu. Pulau ini merupakan pusat administrasi dan pemerintahan Kabupaten Administrasi Kepulauan Seribu. Pulau Pramuka termasuk ke dalam wilayah Kelurahan Pulau Panggang.,"Bahari,Cagar Alam",Jakarta,5.0,4.2,"Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta",https://i.ibb.co/ccrN1JXz/Pulau-Pramuka-place-img.jpg,https://i.ibb.co/XZfcTqwk/Pulau-Pramuka-gallery-photo-img1.jpg,https://i.ibb.co/VWrz9Sh3/Pulau-Pramuka-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Pulau+Pramuka,pulau pramuka merupakan salah satu pulau berada gugusan kepulauan seribu pulau merupakan pusat administrasi pemerintahan kabupaten administrasi kepulauan seribu pulau pramuka termasuk wilayah kelurahan pulau panggang bahari cagar alam jakarta
63,Pulau Semak Daun,"Pulau Semak Daun merupakan salah satu pulau yang terletak digugusan kepulauan Seribu. Secara administratif pulau ini termasuk dalam wilayah kabupaten Kepulauan Seribu provinsi DKI Jakarta sebagai daerah penangkaran penyu sisik dengan pantai yang nyaman untuk berenang karena pantainya yang bersih dan landai, berpasir putih, dan bebas bulu babi, terdapat pula daerah yang bagus untuk menyelam dan snorkeling pemula dan letaknya tidak jauh dari pulau Pramuka.","Bahari,Cagar Alam",Jakarta,40.0,4.0,"Pulau Semak Daun, Pulau Panggang, Kepulauan Seribu Utara, Kab. Administrasi Kepulauan Seribu, Daerah Khusus Ibukota Jakarta 14530",https://i.ibb.co/5h4Jy41s/Pulau-Semak-Daun-place-img.jpg,https://i.ibb.co/hR08Rgfx/Pulau-Semak-Daun-gallery-photo-img1.jpg,https://i.ibb.co/qFVckwJ2/Pulau-Semak-Daun-gallery-photo-img2.jpg,,https://www.google.com/maps/search/Pulau+Semak+Daun,pulau semak daun merupakan salah satu pulau terletak digugusan kepulauan seribu secara administratif pulau termasuk wilayah kabupaten kepulauan seribu provinsi dki jakarta daerah penangkaran penyu sisik pantai nyaman berenang pantainya bersih landai berpasir putih bebas bulu babi terdapat pula daerah bagus menyelam snorkeling pemula letaknya tidak jauh pulau pramuka bahari cagar alam jakarta
64,Pulau Tidung,"Pulau Tidung adalah salah satu kelurahan di kecamatan Kepulauan Seribu Selatan, Kabupaten Kepulauan Seribu, Jakarta, Indonesia.","Bahari,Cagar Alam",Jakarta,150.0,4.5,"Kepulauan Seribu Selatan, Kepulauan Seribu, DKI Jakarta, Indonesia",https://ibb.co/RTvcF1jR,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/64.%20Pulau%20Tidung/gallery-photo/Pulau-Tidung-Menikmati-Kemolekan-Pantai-dan-Atraksi-di-jembatan-Cinta.jpg,https://storage.googleapis.com/travelee-capstone-projects.appspot.com/places/64.%20Pulau%20Tidung/gallery-photo/wisata-pulau-tidung-murah.jpg,,https://www.google.com/maps/search/Pulau+Tidung,pulau tidung salah satu kelurahan kecamatan kepulauan seribu selatan kabupaten kepulauan seribu jakarta indonesia bahari cagar alam jakarta
65,Setu Babakan,"Setu Babakan adalah sebuah danau di Jakarta Selatan, Indonesia. Tempat ini dikelilingi oleh hutan bakau dan rumah-rumah tradisional Betawi. Setu Babakan juga merupakan pusat budaya Betawi dengan berbagai atraksi seperti pertunjukan seni, kerajinan tangan, dan kuliner khas Betawi. Pengunjung dapat menikmati suasana alam yang asri serta mempelajari kebudayaan Betawi yang kaya dan tradisional.",Budaya,Jakarta,0.0,4.4,"Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://i.ibb.co/6RX5yYJx/Setu-Babakan-place-img.jpg,https://i.ibb.co/h1nVj5zw/Setu-Babakan-gallery-photo-img1.jpg,https://i.ibb.co/prWvL8WV/Setu-Babakan-gallery-photo-img2.jpg,https://i.ibb.co/JW1mX56z/Setu-Babakan-gallery-photo-img3.jpg,https://www.google.com/maps/search/Setu+Babakan,setu babakan danau jakarta selatan indonesia tempat dikelilingi hutan bakau rumah rumah tradisional betawi setu babakan merupakan pusat budaya betawi berbagai atraksi seperti pertunjukan seni kerajinan tangan kuliner khas betawi pengunjung menikmati suasana alam asri mempelajari kebudayaan betawi kaya tradisional budaya jakarta
66,Taman Agrowisata Cilangkap,"Taman Agrowisata Cilangkap adalah destinasi wisata peternakan dan pertanian yang terletak di Cilangkap, Jakarta Timur. Tempat ini menawarkan pengalaman interaktif dengan hewan ternak, seperti kambing, sapi, dan kelinci. Pengunjung juga dapat belajar tentang proses pertanian, seperti menanam dan memanen tanaman. Tersedia juga berbagai kegiatan seperti permainan keluarga, bersepeda, dan memancing. Taman Agrowisata Cilangkap adalah tempat yang menyenangkan untuk menghabiskan waktu bersama keluarga sambil belajar tentang kehidupan pertanian dan peternakan.",Taman Hiburan,Jakarta,0.0,4.2,"Jl. Raya Cilangkap No.45, RT.6/RW.1, Cilangkap, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13870",https://i.ibb.co/W4HpKrvP/Taman-Agrowisata-Cilangkap-place-img.jpg,https://i.ibb.co/GvdF7dHn/Taman-Agrowisata-Cilangkap-gallery-photo-img1.jpg,https://i.ibb.co/33jz2fB/Taman-Agrowisata-Cilangkap-gallery-photo-img2.jpg,https://i.ibb.co/NnYGcZ0T/Taman-Agrowisata-Cilangkap-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Agrowisata+Cilangkap,taman agrowisata cilangkap destinasi wisata peternakan pertanian terletak cilangkap jakarta timur tempat menawarkan pengalaman interaktif hewan ternak seperti kambing sapi kelinci pengunjung belajar proses pertanian seperti menanam memanen tanaman tersedia berbagai kegiatan seperti permainan keluarga bersepeda memancing taman agrowisata cilangkap tempat menyenangkan menghabiskan waktu bersama keluarga sambil belajar kehidupan pertanian peternakan taman hiburan jakarta
67,Wisata Alam Mangrove Angke,"Taman Wisata Alam Mangrove Angke Kapuk adalah kawasan konservasi mangrove yang terletak di Jakarta Utara. Kawasan ini menawarkan pengalaman eksplorasi alam yang unik dengan jalur kayaking atau perahu keliling, serta jembatan kayu yang melintasi hutan mangrove.",Cagar Alam,Jakarta,25.0,4.3,"Jalan Garden House RT.8/RW.1 Kamal Muara,, Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia, 14470.",https://i.ibb.co/kVDgf5MP/Wisata-Alam-Mangrove-Angke-place-img.jpg,https://i.ibb.co/s977fDmz/Wisata-Alam-Mangrove-Angke-gallery-photo-img1.jpg,https://i.ibb.co/v44SHD7x/Wisata-Alam-Mangrove-Angke-gallery-photo-img2.jpg,https://i.ibb.co/yBkt5qZq/Wisata-Alam-Mangrove-Angke-gallery-photo-img3.jpg,https://www.google.com/maps/search/Wisata+Alam+Mangrove+Angke,taman wisata alam mangrove angke kapuk kawasan konservasi mangrove terletak jakarta utara kawasan menawarkan pengalaman eksplorasi alam unik jalur kayaking perahu keliling jembatan kayu melintasi hutan mangrove cagar alam jakarta
68,Taman Nasional Berbak,"Taman Nasional Berbak adalah kawasan konservasi alam yang terletak di Provinsi Jambi, Indonesia. Taman ini memiliki luas lebih dari 1 juta hektar dan merupakan habitat bagi beragam spesies satwa liar, seperti harimau sumatera, gajah, dan berbagai jenis burung. Taman ini juga memiliki hutan bakau yang luas yang menjadi tempat bersarangnya berbagai spesies burung laut.","Cagar Alam,Taman Nasional",Jambi,10.0,4.2,"P67Q+7R5, Kab. Tanjung Jabung, Tanjung Jabung, Kota Jambi",https://i.ibb.co/LXSNf8Gw/Taman-Nasional-Berbak-place-img.jpg,https://i.ibb.co/2YRmKhkf/Taman-Nasional-Berbak-gallery-photo-img1.jpg,https://i.ibb.co/B5m8MZY1/Taman-Nasional-Berbak-gallery-photo-img2.jpg,https://i.ibb.co/MyGCGPbz/Taman-Nasional-Berbak-gallery-photo-img3.jpg,https://www.google.com/maps/search/Taman+Nasional+Berbak,taman nasional berbak kawasan konservasi alam terletak provinsi jambi indonesia taman memiliki luas 1 juta hektar merupakan habitat bagi beragam spesies satwa liar seperti harimau sumatera gajah berbagai jenis burung taman memiliki hutan bakau luas menjadi tempat bersarangnya berbagai spesies burung laut cagar alam taman nasional jambi
